Document,true_label,predicted_label,confidence,correct
change on assets friday pm assets hello off thanks flagging issue upon further testing found present image task sequence quite while colleague has alleviated issue thanks intervention unfortunately changes retroactively luckily identical daylight daresay re shift anytime furthermore while changing requires which users nonetheless changing zone trivial users per order adjust athens zone choice required please also log his kind assistance image changes required please also help disseminate information proceed close more help hesitate thank great weekend ahead engineer friday pm assets has assigned hello please advised record number has assigned please review details take appropriate action reference number details requested location summary assets additional comments requirements friday pm re zone hello cannot reference thus suggest log follow process impact due fulfillment amendment needed related image then take regards leader friday zone hello user complaining coming instead setting image wrong during install hello did attention tried discussing issue hello issues clear means investigation escalated cannot then thank best regards client friday pm zone hello everyone please advise thank kind regards analyst ext hub friday pm zone meeting la zone loc ti pare default vin pare la alt assign reference assignment summary location please link kind regards ref msg,Hardware,Miscellaneous,0.986607551574707,False
leavers service now various locations please colleagues left had license thank kind regards,HR Support,Access,0.9865478873252868,False
access to project thursday pm va si lead,Hardware,HR Support,0.9864018559455872,False
acrobat acrobat hi needs acrobat pc please let license create information install software received thanks senior engineer ext cell upcoming days off february december phone number please consider environment print,Hardware,Access,0.986233115196228,False
created external contacts project setup february pm setup hello create agile currently code kicking off today tomorrow attached setup form appropriate information digital solution architect pm hello pm hello thanks helping out creating code pm problem want pm code pm pm please pm received thing pm pm thank much pm created issue please pm add users myself pm future references please form found policies forms fit policies fit procedures pm absolutely pm users create user pm pm log created by colleagues had bit spare task helped out pm attach these kill pm pm created please note future reference cannot urgent tickets resolved per pm possible allow administer pm allowed administer console pm okay pm require user added added afterwards pm add pm create added unclear pm create separate log pm log won separate pm creating accounts pm thank understand normal process typically take due days challenge saved conversation conversations tab conversation history folder pm created users passwords ones pm thank much pm also added user section enable rights fit re pm awesome add,Access,Internal Project,0.9860316514968872,False
account request pm va la,Hardware,Access,0.9853192567825316,False
neon database restore request thursday neon database restore hi please production neon circulation database restored database asap software developer mobile,Administrative rights,Hardware,0.984816312789917,False
caps pilot no longer start every day during hours caps pilot longer start every during hours seems our environments longer start automatically during hours should start automatically during hours caps caps pilot caps pilot caps pilot other caps should be started by manually exception rule caps docs must be please re enable scripts automatically start specified during hours kind regards,HR Support,Hardware,0.9841119647026062,False
create new project october pm creation hello created please required document thank senior tester,Access,Internal Project,0.984024941921234,False
oracle fusion is not working message unplanned outage sent friday july fusion working message unplanned outage please attached image fusion site working cannot fill manager en,HR Support,Hardware,0.983596682548523,False
create project outlook create hello please create members thank best regards,Miscellaneous,Internal Project,0.9835669994354248,False
approval flow issues sent tuesday december re approval flow issues thank you cornel for raising issue reiterating cornel question please launch investigation bod understand why happening verify have rights accesses per other documents investigate why bod employees receive welcome message their st thank you sent monday december approval flow issues ladies there least developers have made recently requests for annual leave arrive because part approval flow remember same happened ago with another one developers think systemic issue since hire dates for them dec could we please launch investigation with understand why happening there zero way for know whether there other cases happening really like know when annual leave requests made thanks head,HR Support,Miscellaneous,0.9831047654151917,False
new outlook belgrade leadership december pm dear please create named containing members thanks unit,HR Support,Administrative rights,0.9827952980995178,False
service support description pas re description la hello please location thank respect thursday october pm re description pot link se pare ca merci thursday october pm description hello prepared draft description appreciate bring inputs document suggestions require additional clarifications please let also schedule call over details thank,HR Support,Hardware,0.9826194047927856,False
new contract to be uploaded sent wednesday contract be uploaded hello can attach submit for approval document even if press next stage move next help thanks head,Hardware,Miscellaneous,0.9824520349502563,False
former interns ad accounts interns ad accounts hi guys bellow employees formerly attendees testing internship program had ad accounts suspended offered work contracts employees starting today please unblock accounts advise how proceed thanks test consultant ext,HR Support,Access,0.9823871850967408,False
replace pm for oracle replace pm hello appears pm she involved while please replace her pm further details required please let thank,Miscellaneous,HR Support,0.9814645648002625,False
oracle booking problem sent monday march booking problem hi cannot book unresponsive whichever click book open tried with chrome thank you,HR Support,Hardware,0.9813129901885986,False
user cannot access the self service portal cannot access self portal hello please have look incident we logged thank you best regards analyst,Miscellaneous,Hardware,0.9811447262763976,False
re access oracle test re access test hi still cannot access test instance thank you regards accounts receivable accountant sent wednesday access test hi please access test instance test faces null ctrl thank you regards accounts receivable accountant,HR Support,Hardware,0.9808628559112548,False
request for connection hello intern tester reasons work perform tasks by deadline ask allow thank best regards intern tester mobile,HR Support,Hardware,0.98067444562912,False
oracle multiple confirmation messages for logged time multiple confirmation for logged hi every member logging his her receiving confirmation instead one can you investigate solve please regards manager,Miscellaneous,HR Support,0.9805312752723694,False
errors oracle sent tuesday re errors importance high hi adding error received adding head sorry but nonsense keep sending you errors you keep ignoring be able approve until cut off working month there holidays coming manager sent tuesday errors importance high hi cannot continue working with way please below some examples issues experiencing with third have sent you matter until manager,HR Support,Hardware,0.9800335764884948,False
remove invalid address invalid hello has changed since then receive colleagues receive ex salary note please old completely make user thank,Access,Hardware,0.979903519153595,False
oracle procurement preparer role needed for louden preparer role needed hi kindly assist kind regards functional analyst thursday pm preparer role needed hi please preparer role please possible kind regards administrator,Access,HR Support,0.978980541229248,False
access to en hi transition device number please provide number appreciate resolution issue thanks,Purchase,HR Support,0.9778643250465392,False
upgrade ram on upgrade hi upgrade additional member myself please proceed thanks tuesday upgrade hello teams upgrades lap tops additional order perform related testing please organize upgrade thanks,Hardware,Administrative rights,0.9770845770835876,False
new team audience for project tuesday october pm audience hi guys please help out by setting information name audience type audience members administrator thanks,Miscellaneous,Internal Project,0.9769273996353148,False
oracle time card blocked card blocked hello for status error can please unblock thanks,HR Support,Access,0.9767788648605348,False
monitor allocation thursday february pm hi purchased these pro retina intel keyboard apple monitor apple mb keyboard mouse please create two installation monitor please perform po too administrator phone,Hardware,Purchase,0.9761905074119568,False
file share access to infrastructure share sent tuesday march re update file share access hi guys could you please provide access managed access need be same mine please treat request matter urgency thank you senior infrastructure consultant sent march re update file share access hello can you incident please also need access location managed kind regards senior server infrastructure engineer infrastructure sent tuesday february re update file share access hello still unable access shares could you check please regards senior server infrastructure engineer infrastructure sent february update file share access dear further our recent communication we believe your below query resolved if you with resolution there need for response however please let know if we can be any further assistance matter please note interactions between clients regularly monitored order make high quality maintained reference number summary file share access resolver belgrade resolution details can access infrastructure share share description sent wednesday february file share access dear please can you allow access file share like for other senior per colleagues here these two most required infrastructure share share best regards senior server infrastructure engineer infrastructure kind regards ext hub ref msg,Storage,Hardware,0.97592294216156,False
issues connecting to mail server friday issues connecting hello installed updates android mobile phone galaxy connect anymore steps reconnect thanks,Administrative rights,Hardware,0.9754177331924438,False
request for apple developer account apple developer hi understand help apple developer marketplace let how proceed order add colleagues thank friday re apple developer hello thank proposal during meeting happening today discussed recycle map proposal review let few apple accounts hopefully serve needs advise getting touch subject also colleague assist keen more about marketplace initiative keeping touch god pm apple developer dear please find attached form apple developer let other information needed beside ones document thank,Access,Hardware,0.97530859708786,False
increase disk size for web tuesday pm secure transfer big packages hi please help additional performance per discussion additional production database copy transferred machine additional information please let thank,Storage,HR Support,0.9751535058021544,False
access to pas for read only access wednesday hi kindly provide update asap immediate attention resolution much needed highly appreciated head re hi scenario deal big pool different individuals every ensuring guess has supervising taking responsibility actions contractual commitment regarding confidentiality indemnities against damages arising then approve creation shared caveat log assigned make restriction prevent logging etc means cannot log other screen keyboard also shared comply policy requirement changed least every days think pain believe much other find random generator excel spreadsheet randomly tips creating strong passwords guide setting more memorable based words biggest concern about personal auditors accessing future view personal part activities restrict view without preventing doing job guess question yet issue fin module contains details stage backwards step think best way subject future requests ad sounds contain ad accounts existing auditor per also spare allocated auditor please interactively screen keyboard computer other kind regards re hi thanks help highly appreciated permanent auditors consist these two auditors more big pool different individuals every want created these two because ongoing process were different called these plus more future etc efficient way mobile enable while traveling locations kept by let under supervision clarifies matter head re hi perhaps generic wrong word better known shared by more than person must known more than person generic shared interchangeably which perhaps help members employees own folders different required level auditors must given via individually assigned accounts effectively becoming contractors supervised by supervising efficient appreciate member conduct activities separate want separate two own same user simultaneously auditors must gain agree temporarily permanently assigned hand along individually assigned log relevant how two auditors accounts other auditors similar term short periods sounds longish term please create accounts two auditors suggested await then suggest create ad called add two auditor accounts give relevant dedicated folders ad accounts created other auditors members added same give same required sounds two auditors engaged duration disable date yet kind regards re did ask generic constantly by myself bounded has right within purposes head re hi keen providing generic shared providing named accounts auditors fine await possible provide these accounts sayst possible whichever site auditors folders where stores client contracts obviously these accounts activated period needed probably extended days times then disabled required these course has also spare auditor hopefully available contingent please ask generic accounts critical especially by parties fully supervised which well work supervising party computer logged supervising party think auditors mean understand importance associating even individuals performing realise how inappropriate generic let how these user accounts needed please kind regards information compliance officer extension importance high hello please provide believe requires generic auditors kind regards analyst ext tuesday wait importance high hi kindly give create by various members guest designated also provide which remain also require kindly arrange asap middle work contracts information urgently immediate attention highly appreciated head await re hi haven got purpose requested same well let issues regards await re thanks id give then wrote hi provide id thanks re provide ad user ids copied also wrote hi auditors ensure executed copies contracts etc provide give trail ensure updated records regards ext mob glee zone,Access,Hardware,0.9748456478118896,False
not receiving vacation request sent thursday march hello can you please advise why vacation request come approval others members thanks best regards manager,HR Support,Miscellaneous,0.9746348261833192,False
ground floor left door open sent october event notification data event ground floor left door open source cafe details details details,HR Support,Hardware,0.9743786454200744,False
upgrade ram could you please upgrade for laptop please assign ticket thanks,Hardware,Administrative rights,0.9739102125167848,False
block domains wednesday pm re attached delete after thanks forwarding content own malicious converted format please add these kind regards,Hardware,Miscellaneous,0.9727847576141356,False
mailbox sync issue com sent wednesday march urgent mailbox sync issue importance high hi unplugged cable having attached issue times clicked send receive repaired mailbox but still won connect while you look into having sync issues every unplug cable move meeting room where use can usually connect back after minutes what can about well thank you officer,Administrative rights,Hardware,0.9726295471191406,False
adding generics for start up project codes sent thursday november adding generics for start up codes hi please could someone your check why cannot add generic member codes seem like does display option for them maybe matter access rights added generics for them round but would like make available directly them for future rounds please log ticket thank you sent thursday november re grade si start up ca regards sent thursday november grade si start up sa ne si sa start up sa face forecast si member generic sa ne grade si si grade engineer si technician officer,Internal Project,Hardware,0.972468912601471,False
insecure passwords sent monday july re insecure passwords hi we should go with options change passwords added also have access restricted ops networks thanks incident manager sent monday july insecure passwords importance high hello could you please advise below looking forward hearing you thanks kind regards analyst ext hub sent monday july insecure passwords hello devices through accessible by every employee have insecure passwords could you please advise whether we should change default passwords or could you restrict access only thank you engineer ext en,Access,Hardware,0.9724026918411256,False
oracle time awaiting withdrawal approval awaiting withdrawal hi had planned vacation which approved because unforeseen circumstances had cancel record awaiting withdrawal cannot enter regular please awaiting withdrawal record thanks,Miscellaneous,HR Support,0.971777081489563,False
new starter form for team server net wednesday pm starter form hi once has created please proceed creating providing per please mind her date confluence environments stag test test test test license mentioned visual studio license studio add her key vacation requests update version mentioned found thank mobile wednesday pm re starter form hello starter best regards senior developer wednesday pm starter form importance high ext,HR Support,Access,0.9717312455177308,False
install friday re kind hello thank help install how thank regards leader kind hello respect please path cd key order install said resource machine license key require further assistance due gladly give helping hand kind regards analyst ext hub friday pm re kind thank kind hello please approve kind regards analyst ext hub friday kind hello please help install pc creating procedures thank regards accountant kind hi please install work near back once done thanks head,Hardware,Access,0.9717044830322266,False
pas client write access client write hi please based assign thank best regards engineer friday november pm re client write please take thanks head friday november pm client write hi help pipeline please approve client supervised by worry needs st thank programme officer,HR Support,Internal Project,0.971032977104187,False
unable to connect network printer tower th floor sent friday unable connect printer tower th floor hi unable add printer need printer tower th floor thank you software developer en,HR Support,Hardware,0.9709805846214294,False
add to wednesday pm re call action add users clarification please add thanks phone wrote hi please help addresses code best regards,Hardware,Miscellaneous,0.9707484245300292,False
shared calenders issue sent monday february shared calenders can open some shared calendars can open mob en,Hardware,Storage,0.970331072807312,False
critical alert original message sent wednesday critical alert following alert occurred status active description tape failed failed perform operation since tape free tape available tape library based for more information open administrator console review alert details monitoring task area,Hardware,HR Support,0.9701592326164246,False
service request com hi enable members also guidance how thanks,HR Support,Miscellaneous,0.9698171615600586,False
access rights rights hi starting today colleague he needs rights please rights user tester roles store active rights mailbox thank lead,Access,Storage,0.9692036509513856,False
external access to address friday pm hello help please received has failed these groups because restricted more information about issue code next holiday,Hardware,Internal Project,0.9691190123558044,False
unable to print expense report oracle sent tuesday unable print expense report hi doing about approval click line without opening turn actions print preview get empty file attached can you help with thank you,HR Support,Miscellaneous,0.9690822958946228,False
absence requests approval notifications for direct reports sent tuesday hi colleague sent his annual leave by because ultimately after submitting resubmitting his requests there was other way for know these dates line his manager manager still his requests reach we have same situation exactly same with requests can you please check what happening thanks manager sent tuesday consultant address blvd th floor district,HR Support,Miscellaneous,0.969001829624176,False
saturday access tuesday february saturday hi please regarding assign queue thank engineer ext february saturday hi please prolong saturdays until probably leave earlier more everything please done best director,Hardware,HR Support,0.9688971638679504,False
assigned to extension calls issue issue still persists sent monday tell how we can improve ticket feedback related hello thank you for taking give feedback let know how we can improve you mentioned issue still resolved you still getting calls checked tickets have under your name found two them related similar issue your assigned number showing missed call for other resolved could you please be kind look into issue reported by either re open ticket or create one meantime feedback ticket also be assigned appropriate leader for further investigation ticket closed although issue still persists please hesitate let know case you need further assistance or information gladly help best regards customer care en,Hardware,Miscellaneous,0.968673825263977,False
create project and job for create job eel hello please rise tickets per assign create job eel create job kind regards engineer,Access,Miscellaneous,0.9677555561065674,False
cannot access one com resources wednesday pm cannot resources hi receiving error doing wrong thank,Hardware,HR Support,0.9676265120506288,False
oracle visibility of costs charged to wednesday visibility costs charged morning help please right details re costs charged which please purchase requisitions etc links window attached moment thank head,Hardware,Purchase,0.9675586819648744,False
licence has been removed your membership for changed inca va sa si sa ca el sent friday december your membership for changed you removed manage your customer forums creative you removed hi your creative membership ended if you think was error please contact your administrator if you re interested signing up for individual creative membership we welcome you learn more thanks much for using creative your view details about your logo either registered trademarks or trademarks incorporated states or other countries incorporated rights reserved incorporated ave san ca,Access,Hardware,0.966951072216034,False
alerts original message sent monday november critical alert following alert occurred status active description tape failed failed perform operation since tape free tape available tape library based for more information open administrator console review alert details monitoring task area,Hardware,HR Support,0.9664818048477172,False
roaming ad no longer required pm re roaming profile ad hello please ad delete roaming profile kind regards roaming profile ad hello updates thank analyst community builder ext hub friday roaming profile ad dear performed ad accounts yours containing roaming profile please advise setting roaming profile ad please provide justification looking forward hearing best regards analyst community builder ext hub information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted taken reliance strictly prohibited unlawful received error attachments,HR Support,Access,0.9662744402885436,False
feedback oracle po flow feedback po flow hello please log kind regards analyst tuesday october feedback po flow sad feedback head requisition conf split vine ca cost split screen si si best regards,Hardware,Purchase,0.9661489129066468,False
tasks sent july tasks hi guys trying enter for week against code however task list available have set up task but cannot when try enter can you please look into thanks,HR Support,Internal Project,0.9661168456077576,False
remove user from service now tuesday pm user hello please cab infrastructure believe he recently added by mistake by copying cab member rights setting thanks change,Access,Miscellaneous,0.9659627676010132,False
subcontractors can access thursday pm re subcontractors more whole users thank best mobile thursday pm re subcontractors hello guys got more users best mobile,HR Support,Hardware,0.9656973481178284,False
leaver process leaver process hello investigate listed users reasons active please call thank wednesday leaver process discussed re leaver process hi discussed call please examples user deactivated please let feedback kind regards head appointment tuesday leaver process thursday pm pm athens where create meeting room floor dear call discussions related leaver process thank kind regards sox controls ole object picture device independent ole object picture device independent ole object picture device independent join meeting trouble joining app join by phone english kingdom colombia english kingdom denmark english states finland english kingdom germany english kingdom english kingdom macedonia english kingdom english states english kingdom norway english kingdom english kingdom english kingdom sweden english kingdom kingdom english kingdom states english kingdom test english kingdom kingdom test english kingdom find number id forgot dial pin help,HR Support,Hardware,0.9654926061630248,False
access hello ask verify configuration tried unsuccessfully thank engineer,Hardware,HR Support,0.9652047753334044,False
oracle time card issue sent friday card issue dear please assist card issue colleague resigned week his last working was however found logged st days well could you change order approve appropriate card also question what was required be logged case without days filled can be submitted screen below,Access,HR Support,0.9650911688804626,False
token error sent monday error importance high hi trying setup up laptop but have encountered number issues can you can fix for firstly cannot for working secondly get error below when clicking token have checked for does exist computer kind regards,HR Support,Hardware,0.9642931818962096,False
hr us list friday pm hi please assist process changes let kind regards friday pm re thanks agree suggestion please proceed thanks regards hi onboard thinking amend follows structure members proposed structure act back needed let thoughts kind regards,Hardware,Miscellaneous,0.9641682505607604,False
create expense items spreadsheet error sent monday create expense items spreadsheet error hi having issues again when trying access create expense items spreadsheet function seem be working kind regards administrator,HR Support,Hardware,0.9635311365127563,False
service now question question hello question how clone existing configuration item thanks senior infrastructure consultant,Access,Hardware,0.9632607102394104,False
stuck job sent tuesday stuck job hi have jobs seems be stuck status pending waiting for next available executor for hours can you take look thanks,Miscellaneous,HR Support,0.963257372379303,False
its area clean up en phone area clean hello please kind log each assets attached reallocated these tickets assigned colleagues take care physically removing assets area thank best regards leader,HR Support,Purchase,0.9632428288459778,False
code change code change hello have problem when introducing hours for last week after select options for introducing hours when code for last days thursday friday code changes with one second thank you,Internal Project,HR Support,0.9621497988700868,False
new pas access for projects and clients october pm clients hi please clients belonging moment code thanks upcoming holiday october floor blvd district,HR Support,Internal Project,0.9615949392318726,False
obi access thursday pm obi hello please provide center currently receive needed weekly tickets report consolidate thank clearing analyst,Miscellaneous,HR Support,0.9608415365219116,False
oracle error error hello there issue with one submitted for approval error message generated there possible way interact with insofar reject approve please error below please route relevant projects lead,Miscellaneous,HR Support,0.9605875015258788,False
your is ready tuesday thread ready hello guys believe legit poses thread cheers ready hello latest currently performed arc document thank,HR Support,Hardware,0.960310399532318,False
carried over allowance sent thursday february ca si cum analyst,HR Support,Hardware,0.9602278470993042,False
oracle fusion pm allocation tuesday july pm pm allocation hi went steps document date pm hit done thus cannot add pm two codes please advise how proceed also pm maternity leave cannot changes herself please assist thanks july pm pm allocation hi please advised pm needs make these changes attached user guide how perform assist please let thank analyst ext july pm pm allocation hi please change approver thanks next holidays july registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability,Miscellaneous,HR Support,0.960218071937561,False
db backups needed for staging deploy wednesday pm backups needed staging deploy hello please log please create backups staging database backup core jobs databases tomorrow please let backups ready thank kind regards application engineer,Access,Hardware,0.9597444534301758,False
downloading copies from setting is not available si cum pot important view ribbon la library si ca owner folder merge individual oh god merge file explorer si merge ti pot ca ca la ah se la cine si owner tot ca la super si pot si la se,Storage,Hardware,0.9592467546463012,False
raid controller module replacement controller replacement raid controller module replacement controller replacement hello please raise low incident for raid controller module replacement moment controller works with module supports maximum one disk third party did bring last saturday module supports disks controller replacement controller was brought last saturday was faulty card issue going schedule change for saturday for physical replacement third party be thank you engineer managed phone,Access,Hardware,0.9591504335403442,False
users to be inactivated users inactivated hi several users inactive active which means log please help disabling attached please thank analyst,Access,Hardware,0.9577590227127076,False
temporal of pas buzz points temporal buzz points hi kindly give leaving vacation please modify regards colombia,HR Support,Internal Project,0.9567896127700806,False
information regarding physical access enquired she receives report regarding her history tower july pm tower si va tower si ultima exact best regards accountant,HR Support,Hardware,0.956343710422516,False
line manager tuesday pm re update tuesday pm mine ca si si ca la tine developer,Miscellaneous,Hardware,0.9559927582740784,False
alias friday pm alias hi possible alias also communicate colleagues guessed good guesses made way thanks registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability entity acts,Miscellaneous,Hardware,0.9555600881576538,False
unable to setup account re notification for was trying setup got following error qui ones senior manager bogota sent monday notification for importance high for dear part continuous improvements supporting tools have received access for product please be advised your action be required order activate use for order make use please make follow attached setup guide look up product details features use for governed by usage policy kindly make you understand contents prior signing up for use should you require assistance setting up for your computer after going through setup guide please raise ticket via or we gladly assist thank you kind regards ext,Purchase,Hardware,0.9553309082984924,False
request for cooler friday october pm cooler hi asking cooler informed by purchased anymore thanks kind regards senior tester engineer,Purchase,Hardware,0.9552314877510072,False
access to thursday march re logged head application hi please note head application regarding per procedure waiting separate where made today updates let urgent process hi per attached please him application he properly proceed completing his task thank looking forward updates kind regards analyst,Hardware,HR Support,0.9549846649169922,False
colombia employees settings to check thursday pm colombia employees dear please flow colombia employees terms absences thank administration officer,HR Support,Miscellaneous,0.9544175863265992,False
machines for thursday december pm machines hello since feature available please add thanks regards thursday december pm re hello please informed allow port git public has implemented successfully please kind also let assist further closure best regards technical consultant please consider environment print friday november pm dear colleagues via port allowed currently sources please assign responsible thank br,Hardware,Access,0.9531986713409424,False
library cancel library cancel hello loaned book book physical library how report book cancel thanks regards developer,Hardware,Storage,0.952518880367279,False
clicker needed clicker needed hi clicker please pass session thursday thank much regards analyst ext,HR Support,Hardware,0.952189326286316,False
access to am com shared mailbox friday re hi please confluence mailbox please create accounts credentials thank senior engineer,Access,Storage,0.9520124197006226,False
access to march hi please enable offices card id possible today morning great thanks,Access,HR Support,0.9514967799186708,False
notifications sent for closed tickets re update changes required jersey hello third received after completion about reducing number order avoid perception please thanks friday update changes required jersey dear further recent communication believe query has resolved resolution response please let further assistance matter reference number summary changes required jersey resolver resolution notes tuesday upgrades jersey dear please advised today st upgrades performed jersey during unavailable questions related mentioned please hesitate note wish notified planned works please accept invitation attached apologies short notice thank kind regards ext hub description pm re changes required jersey corrected pm name thanks pm re changes required jersey hello attaching form thanks pm changes required jersey hello please provide completed form which found order correctly looking forward hearing thanks kind regards analyst ext hub pm changes required jersey hello please want perform nj affected starting pm available additional details thanks senior engineer kind regards ext ref msg,Hardware,Miscellaneous,0.9511247277259828,False
test graduates mail list test graduates hi please testing graduates kind regards head testing,HR Support,Miscellaneous,0.950527548789978,False
mailing list transfer february mailing transfer hello please transfer mailing thank software developer,HR Support,Miscellaneous,0.9501675367355348,False
missing time para submit time cards re please action care se la ne maternity leave ii si submit la respective lead tuesday october please action ii vin ca october pm please action dear part established processes each required submit his weekly basis each friday past must submitted receiving because haven followed process please action possible breakdown please log accordingly training materials available id by each wednesday past period then also notified country date total days,Hardware,HR Support,0.949666142463684,False
missing costs and for sent wednesday costs for hello calculations for forecasted costs revenues for per please investigate thanks manager,Miscellaneous,Hardware,0.9495885968208312,False
oracle account error can log tried several ways entering name colleagues showed but none worked,Hardware,HR Support,0.949431300163269,False
password reset sent friday november reset cont importance high si recent la laptop si sa se sa asap tester en si recent si intra cont laptop sa tau la wireless sa ii ca sa se sa sa se care ales tot merge ii ca sa ii ca sa la el bun ii reset si ii la,Access,Hardware,0.9493922591209412,False
oracle access rights new comer rights comer dear please help dear colleagues please assign roles resp colleague ledger entities accounts payable accountant accountant intercompany accountant tax accountant reports ones has thank lead,Access,HR Support,0.9493387937545776,False
getting a blank and error message while logging to eel getting blank error message while logging eel hi though was assigned place th floor tower getting blank error message you assigned any location please contact your administrator after logging able use site thanks tester,Hardware,HR Support,0.9492579698562622,False
can log on to laptop sent thursday november password expired able log please call asap have tried calling you several times yesterday today but says line busy or circuits busy cell based atlanta,Access,Hardware,0.9481988549232484,False
account extension oracle wednesday november pm disable importance high dear information about extending contract listed delay please disable thank kind regards administrator,Access,Miscellaneous,0.946919560432434,False
service now add to telephony requests thursday march telephony requests hello please add telephony requests he subject matter expert region kind regards specialist,Hardware,Miscellaneous,0.9458244442939758,False
enable access card for secure area october pm re please enable card secure area please cards activated got update ladies card thank officer october pm please enable card secure area importance high hi due client visit please card secure area client which thursday rd friday november card needs deactivated after friday cob please communicate logistics regarding thank officer,Access,HR Support,0.9454787373542786,False
access request friday hello user thank,HR Support,Access,0.9454557299613952,False
oracle issue after internal transfer sent tuesday badge la la si la badge la merge la si la et data sa pot,HR Support,Hardware,0.9454094767570496,False
project documentation migrated to new thursday december pm re documentation migrated good afternoon spreadsheets reside forms ad cannot find anymore thought maybe had moved part find platform provide assistance please thanks december documentation migrated importance high hello please advised documentation stored has migrated sp platform please let issues accessing site require change permission levels thanks kind regards,Hardware,Miscellaneous,0.9445327520370485,False
re your membership for has changed re your membership for changed dear colleagues would you please help with request currently blocked cannot continue working his tasks thanks for understanding head analysis en sent november re your membership for changed hi guys sent you with issue few days ago got response when turning get message access please contact what doing regards designer en sent wednesday november your membership for changed hi received message working fine far regards designer en sent wednesday november your membership for changed you removed manage your customer forums creative you removed hi your creative membership ended if you think was error please contact your administrator if you re interested signing up for individual creative membership we welcome you learn more thanks much for using creative your view details about your logo creative creative logo either registered trademarks or trademarks incorporated states or other countries incorporated rights reserved incorporated ave san ca,Access,Hardware,0.944456934928894,False
to be closed oracle closed hi please close down code thanks officer,Miscellaneous,Internal Project,0.9442402720451356,False
access to project sent friday access hi could you please take look anymore only bod induction board empty was having access thank you head testing colombia,Hardware,HR Support,0.9438990354537964,False
access to turners server hi please granted addition folders listed locations deploys test thank kind regards software tester ext,HR Support,Storage,0.9434396624565125,False
access rights re rights approved rights hello please same attached same applies same she joining great by then thanks,Miscellaneous,HR Support,0.942989468574524,False
new project request de march pm re hi thank explanations about key great thank march re hi few notes ongoing codes yet creation validated level write additional mails help suggestion key upgrade recent unsure how proceed steps please hesitate reach out awareness thank march good morning teams please add attached details thank upgrade,Administrative rights,Internal Project,0.9429726004600524,False
client portal environment open ports and thursday pm client environment ports hi ports machines client environment attached updated form please tried create worked empty regards,Access,Hardware,0.9417722225189208,False
every time at pm the site goes down sent monday july every site goes down ridiculous brought up several before there scheduled maintenance senior analyst north,HR Support,Hardware,0.9412822723388672,False
oracle fusion empty timecards for approval wednesday december empty timecards hi please issue thank regards analyst tuesday december pm empty timecards hi tasks pending various which empty please cards screen important approved pending dismiss pending wanted dismiss myself unfortunately actions available please thank regards,HR Support,Miscellaneous,0.9406575560569764,False
could the new restrictions affect anyhow work on site at client restrictions affect anyhow work site client hello due next site restrictions affect accessing also thing affect work please let find solution leave regards software engineer blvd floor district,HR Support,Hardware,0.9403267502784728,False
access com friday march pm hi please mailbox same thank ledger accountant,Storage,HR Support,0.939930498600006,False
us leavers notifications friday november leavers importance high hello please amend leavers include please assign thank,HR Support,Miscellaneous,0.9398223161697388,False
access to from sent wednesday access hi working remotely with access but have access bit bucket repository get next message could you please help with possible back next week need access urgently repository note was access yesterday normally thanks for your help senior developer,Hardware,Access,0.939242959022522,False
no access on user account not present service now as contact either sent monday february hinges fixed hello had issue with hinges talked with fix them when tried raise ticket for here realized could log seems password incorrect somehow could you please log ticket for give ticket number please also can you investigate failing thanks developer en,Hardware,Access,0.9386938214302064,False
administrator right to install for tuesday pm administrator right install hi part task given by lead more specifically install zephyr trial version order functionality probably seems administrator rights installing plug possible side install trial version give administrator rights order finish task thanks lot tester,Purchase,Administrative rights,0.9382584691047668,False
critical alert sent december critical alert following alert occurred status active tape library based tape protection weeks copy description detailed tape inventory failed operation failed since slot library based was empty tape currently present drive drive for more information open administrator console review alert details monitoring task area,Miscellaneous,Administrative rights,0.9369534850120544,False
report error report error hello could you please raise ticket for set caller thank you kind regards applications analyst,HR Support,Miscellaneous,0.9368866086006165,False
cannot submit time there tasks under codes,HR Support,Internal Project,0.9356533885002136,False
